         1        50         1
         1         1         1         0
        15         1(20G14.0)                   -1  ET SURFACE
      32.93582      32.85058       32.7705      32.69768      32.63421      32.58187      32.54174      32.51385      32.98141      32.98002      33.35894      33.66912      33.66436      33.07839      32.77031      32.71703      32.64427      32.55241      32.44267      32.59882
      32.44441      32.26989      32.06855       31.9626      31.67439      31.31377      30.86538      30.48477      29.83056      29.12274      28.31734      27.79037      27.39764      27.38462      27.59862      28.08527      28.64235       29.1412      29.40219      29.27847
      29.05967       28.7255      28.21273      27.71055      27.30814      27.21809      27.40596      27.90824        28.505      29.11777      29.56302      30.00894      30.34729       30.8892        30.975      30.91054      30.80798      30.58245      30.11264      29.67258
      29.16071       28.7377      28.06928      27.59816       27.4119      27.47274       27.7964      28.29089      28.87004      29.44964      29.98115      30.20637       30.5995       30.9531      31.27901      31.58559       31.3146      31.65274      32.64114      32.84363
      33.11002      33.35982      33.59221      33.29346      33.48112      33.65268      33.80875      33.95022      33.36919       33.4833
      32.87102      32.77414      32.68255      32.59911      32.52681      32.46843      32.42602      32.40031      32.83699      32.84762       33.2216      33.53199      33.54706      33.54728      32.96268      32.68822      32.61744      32.52473      32.69347      32.55575
      32.40486      32.23993      32.05479      31.96209      31.69761      31.35592      31.09158      30.51326      29.81826      29.04198      28.27219      27.58358      27.15739      27.06165      27.33184      27.88089      28.54208      29.13041      29.44788      29.55579
      29.16978      28.73802       28.1574       27.5746      27.14364      27.00942      27.25215       27.7893      28.46682      29.14235      29.62643      30.09183      30.73497      30.97826      31.06233      30.99559      30.88491      30.64327      30.26734      29.67669
      29.25648      28.57737      27.90184      27.34275      27.09033      27.16706      27.54117      28.12493      28.78815      29.42323       29.9787      30.22574      30.61428      30.96279      31.28734      31.59732      32.07085      32.37437      32.59266      32.88522
      33.16137      33.41926      33.65785      33.37907      33.56995      33.74312      33.89936      34.03979      33.48835      34.48705
      33.00648      32.89402      32.78609      32.68662      32.60008      32.53097      32.48314      32.45871      32.78978      32.53412      32.87994      33.16927       33.1965       33.2055      33.22406      32.78812      32.64919      32.81805      32.69481       32.5582
      32.41474      32.26727      32.11207      32.04662      31.83588      31.72714      31.32746      30.79296      30.11352      29.31221      28.53443      27.73021      27.17461      27.06365       27.3724      27.99979       28.7368      29.37716      29.73526      29.78189
      29.58712      28.98793      28.38496      27.76501      27.30039      27.15317      27.42027      28.00302      28.71792      29.49754      29.99581      30.60077      30.94854      31.17757      31.29373      31.19757      31.09378      30.93814      30.96089      30.34085
       29.4745      28.72434      27.96087      27.34499      27.03148      27.12753      27.59562      28.29453      29.03902      29.70095      30.24183      30.48577      30.84701      31.17624      31.49103      31.92905      31.92427       32.4896         32.79      33.07428
      33.33985      33.58522      33.80968      33.57745      33.75385      33.91219      34.05353      34.17925      33.86484      33.96671
      32.93633      32.80516      32.67725      32.55762      32.45237       32.3682      32.31139      32.28629      32.59774      32.62974      32.73263      33.03439      33.09396      33.12981      33.15773      33.12623      32.93818      32.76036      32.62207      32.47129
      32.32067        32.179      32.04684       32.0136       32.0356      31.81567      31.49214      31.02987      30.41381      29.78439      28.94324      28.17408      27.65493      27.52077      27.82831      28.39329      29.08998      29.64756      30.03099      30.07289
      29.90534            25            25            25            25            25            25            25            25            25            25            25            25            25            25            25            25            25      31.13074      30.57355
       29.8806        29.008      28.27392      27.68306      27.38785      27.46558      27.93233      28.61368       29.3125      29.90221       30.3622      30.55667      30.87334      31.18006      31.60297      31.93501      32.20241      32.53151      32.84729      33.14472
      33.42062      33.67332      33.90236      33.68527      33.86284      34.02061      34.15993      34.35226      33.99051      34.08795
